ID,DEVICETYPE,PLATFORM_ID,BIDREQUESTIP,USERPLATFORMUID,USERCITY,USERZIPCODE,USERAGENT,PLATFORMTYPE,CHANNELTYPE,URL,KEYWORDS,IS_HCP
115863,0,2.0,125,10102,1314,64151.0,1491,3,0,543,768,0.0
115864,0,7.0,2318,14672,951,32608.0,1497,3,0,1127,1497,0.0
115865,0,2.0,12932,2190,2528,93065.0,1518,3,0,2260,1155,0.0
115866,1,2.0,2433,16284,1860,19720.0,1045,3,0,533,1110,0.0
115867,1,2.0,11704,3615,2875,2472.0,2119,3,0,2372,1162,1.0
115868,0,2.0,6117,4920,512,44118.0,1497,3,0,2129,1508,1.0
115869,1,2.0,6254,6856,2599,631041004.0,2023,3,0,659,63,1.0
115870,0,2.0,12313,2420,781,27909.0,1205,3,0,2573,121,1.0
115871,0,7.0,2137,13548,53,79106.0,1491,3,0,1076,254,0.0
115872,0,9.0,8454,70,3060,,1032,3,0,345,397,0.0
115873,0,2.0,11797,11142,1538,95030.0,1508,3,0,1723,819,0.0
115874,0,7.0,5010,10345,2530,57103.0,1508,3,0,1090,1566,0.0
115875,0,2.0,2429,17823,2070,33418.0,1508,3,0,2523,718,0.0
115876,0,2.0,9074,12464,2245,11354.0,1401,3,0,1470,125,0.0
115877,0,7.0,1910,5738,3060,725017203.0,1596,3,0,940,201,1.0
115878,1,2.0,10634,9648,2591,34609.0,370,3,0,529,655,1.0
115879,0,2.0,10336,14044,479,60657.0,1293,3,0,742,159,1.0
115880,0,5.0,1014,2835,1756,90640.0,1508,3,0,112,862,0.0
115881,1,2.0,10999,6810,1543,37777.0,345,3,0,545,326,0.0
115882,1,2.0,7901,2860,3059,46077.0,2058,3,0,754,188,1.0
115883,0,2.0,9038,15184,655,11729.0,1508,3,0,1723,819,0.0
115884,0,7.0,1680,2810,1314,64145.0,1520,3,0,793,412,0.0
115885,0,2.0,1130,15283,70,1810.0,1328,3,0,2520,391,0.0
115886,1,3.0,3933,17195,3060,27213005.0,2023,3,0,163,338,1.0
115887,1,2.0,13402,8358,2842,993529531.0,2058,3,0,550,545,1.0
115888,1,2.0,6479,11554,2280,89503.0,681,3,0,1316,291,0.0
115889,1,2.0,6612,6608,142,63011.0,2119,3,0,2354,821,0.0
115890,0,2.0,13591,16350,2462,85255.0,1367,3,0,1665,1612,0.0
115891,0,2.0,11654,14138,2440,34236.0,1371,3,0,1469,729,0.0
115892,1,2.0,668,6056,433,78613.0,28,3,0,2485,1622,0.0
115893,0,7.0,4956,9858,1877,70115.0,1508,3,0,827,1509,0.0
115894,0,7.0,7801,2237,53,79107.0,1327,3,0,1076,254,0.0
115895,0,2.0,2939,8895,670,8096.0,1527,3,0,545,326,0.0
115896,0,2.0,6033,5971,236,59102.0,1520,3,0,1312,766,0.0
115897,0,2.0,13061,6485,882,29505.0,1452,3,0,434,237,1.0
115898,1,2.0,14036,4823,2321,48306.0,30,3,0,2565,413,0.0
115899,1,7.0,7333,5281,1822,92563.0,1175,3,0,844,1626,0.0
115900,1,2.0,555,1729,324,11205.0,2058,3,0,2605,637,0.0
115901,0,2.0,917,12245,1890,10016.0,1443,3,0,2387,621,1.0
115902,1,2.0,217,15179,1536,90066.0,2119,3,0,742,159,1.0
115903,1,2.0,8174,14591,1230,28539.0,302,3,0,1316,291,0.0
115904,0,2.0,10394,3776,1356,34758.0,1520,3,0,2340,1679,0.0
115905,1,2.0,4046,1343,3003,27104.0,539,3,0,1503,772,0.0
115906,0,2.0,2160,14052,479,60639.0,1500,3,0,2238,137,0.0
115907,1,2.0,7261,4989,1009,27534.0,2346,3,0,769,45,0.0
115908,0,7.0,1806,9139,1890,10065.0,1520,3,0,1069,620,0.0
115909,1,2.0,12961,6008,1212,968172364.0,2023,3,0,659,63,1.0
115910,0,2.0,9038,15184,655,11729.0,1520,3,0,1723,819,0.0
115911,1,2.0,12448,10221,1674,38134.0,2259,3,0,1316,291,0.0
115912,0,2.0,8568,493,235,1821.0,1468,3,0,1385,956,1.0
115913,0,2.0,4969,14027,2858,31093.0,1691,3,0,545,326,0.0
115914,0,9.0,5293,7626,3060,945835409.0,1582,3,0,333,461,1.0
115915,0,7.0,10389,8850,240,35222.0,1328,3,0,955,734,1.0
115916,1,7.0,3196,2038,1227,77036.0,1977,3,0,922,779,1.0
115917,0,2.0,8568,7877,183,1730.0,1447,3,0,1447,177,1.0
115918,1,10.0,6197,10593,2422,44870.0,1142,3,0,1847,626,1.0
115919,1,2.0,6848,13382,459,28210.0,2223,3,0,2627,52,1.0
115920,0,10.0,6985,449,1667,97501.0,1317,3,0,1847,626,1.0
115921,0,7.0,2557,7738,651,48128.0,1508,3,0,986,698,0.0
115922,0,2.0,7958,7209,1798,20712.0,1327,3,0,442,87,0.0
115923,0,2.0,5720,14346,2400,84123.0,1520,3,0,1435,594,0.0
115924,0,4.0,4847,3553,1890,10118.0,1588,3,0,29,1219,0.0
115925,1,2.0,3938,10814,1491,11757.0,2326,3,0,1470,125,0.0
115926,0,2.0,1655,10160,1890,10019.0,1497,3,0,1316,291,0.0
115927,2,7.0,10327,14129,2396,97303.0,1894,3,0,793,412,0.0
115928,0,2.0,9038,15184,655,11729.0,1508,3,0,1723,819,0.0
115929,0,2.0,5873,2361,2599,63169.0,1239,3,0,2590,1286,0.0
115930,0,2.0,4715,8636,1162,84096.0,1365,3,0,502,303,1.0
115931,0,2.0,9540,11515,981,82716.0,1531,3,0,2648,832,0.0
115932,0,7.0,7422,6958,967,75041.0,1369,3,0,955,734,1.0
115933,0,7.0,9726,15404,3060,11991001.0,1618,3,0,944,327,1.0
115934,0,2.0,8101,16708,1267,92618.0,1520,3,0,419,362,0.0
115935,0,7.0,9417,4654,1920,73072.0,1290,3,0,803,612,0.0
115936,0,7.0,7059,5592,72,48104.0,1365,3,0,994,204,0.0
115937,1,2.0,6180,8255,154,74006.0,2266,3,0,2627,52,1.0
115938,1,2.0,4585,4754,2844,48390.0,2326,3,0,472,771,0.0
115939,0,2.0,921,11808,1890,10010.0,1497,3,0,1980,383,1.0
115940,0,2.0,12367,4494,1336,44240.0,1497,3,0,545,326,0.0
115941,0,6.0,4915,13921,2142,85008.0,1363,2,0,1816,496,0.0
115942,1,10.0,2236,9979,1033,62040.0,1167,3,0,1847,626,1.0
115943,0,2.0,2429,17823,2070,33418.0,1508,3,0,2523,718,0.0
115944,0,7.0,9336,1351,651,48126.0,1328,3,0,861,1485,0.0
115945,1,2.0,4343,17712,488,45241.0,2171,3,0,742,159,1.0
115946,1,2.0,5890,6149,1429,98260.0,2140,3,0,455,464,0.0
115947,0,2.0,2483,4584,114,303220001.0,1361,3,0,742,159,1.0
115948,0,7.0,753,9620,2409,92126.0,1508,3,0,1004,199,0.0
115949,0,2.0,2213,6268,1057,29649.0,1443,3,0,1655,47,1.0
115950,0,7.0,8141,11589,373,2138.0,1360,3,0,1075,68,0.0
115951,0,2.0,2604,10025,848,28341.0,1520,3,0,1470,125,0.0
115952,1,2.0,3078,13340,2470,98188.0,2361,3,0,2238,137,0.0
115953,0,2.0,6279,8031,2245,11104.0,1508,3,0,1723,819,0.0
115954,1,2.0,12268,3029,2024,36804.0,2326,3,0,472,771,0.0
115955,1,2.0,10083,17025,1577,19355.0,2119,3,0,1894,794,1.0
115956,0,2.0,8217,12658,97,22202.0,1369,3,0,443,87,0.0
115957,0,2.0,9644,7206,555,43205.0,1504,3,0,2450,6,0.0
115958,1,2.0,2692,14080,2141,19140.0,2153,3,0,2238,137,0.0
115959,0,9.0,8449,4073,3060,,1030,3,0,253,53,0.0
115960,1,2.0,508,1419,2034,32808.0,2211,3,0,1316,291,0.0
115961,0,7.0,11928,7858,2301,7450.0,1371,3,0,799,1582,0.0
115962,0,7.0,1330,7544,1991,92056.0,1508,3,0,1075,68,0.0
115963,1,2.0,12803,14494,1258,46222.0,185,3,0,1665,1612,0.0
115964,1,10.0,12366,16894,2546,42503.0,2119,3,0,1847,626,1.0
115965,0,2.0,8751,4833,1536,90060.0,1326,3,0,1723,819,0.0
115966,1,2.0,4440,3034,3060,,559,3,0,1632,674,0.0
115967,0,2.0,12345,14656,1236,28078.0,1303,3,0,659,63,1.0
115968,0,7.0,6115,3347,512,44118.0,1497,3,0,1075,68,0.0
115969,1,2.0,11607,4262,670,8096.0,98,3,0,550,545,1.0
115970,0,2.0,7072,2179,2687,33606.0,1520,3,0,2262,812,0.0
115971,0,2.0,6618,2019,2945,1886.0,1369,3,0,442,87,0.0
115972,0,7.0,10011,4308,324,11226.0,1356,3,0,793,412,0.0
115973,0,2.0,5841,6440,1439,70373.0,1306,3,0,2565,413,0.0
115974,0,7.0,5010,14576,2530,57103.0,1497,3,0,1090,1566,0.0
115975,0,7.0,9130,7505,842,6824.0,1356,3,0,910,401,1.0
115976,0,2.0,12184,74,773,91731.0,1687,3,0,545,326,0.0
115977,0,7.0,704,7184,2561,91030.0,1328,3,0,873,1469,0.0
115978,1,6.0,10111,16860,1153,23233.0,2337,2,0,1821,1375,0.0
115979,0,5.0,1341,14328,1674,38133.0,1303,3,0,132,1192,0.0
115980,1,2.0,9770,15231,2361,78681.0,2361,3,0,545,326,0.0
115981,1,2.0,13533,9881,2608,90680.0,2119,3,0,545,326,0.0
115982,0,2.0,2843,16517,1314,64184.0,1544,3,0,2305,0,0.0
115983,2,2.0,11310,5930,2959,80033.0,1916,3,0,450,17,0.0
115984,0,7.0,7801,2237,53,79107.0,1327,3,0,1076,254,0.0
115985,0,2.0,3760,8215,1442,12110.0,1232,3,0,1665,1612,0.0
115986,1,2.0,11153,6710,333,31525.0,2113,3,0,2469,33,1.0
115987,1,2.0,547,14014,3060,,2341,3,0,1316,291,0.0
115988,0,2.0,2429,17823,2070,33418.0,1508,3,0,2523,718,0.0
115989,0,7.0,2181,6686,722,27705.0,1369,3,0,940,201,1.0
115990,0,2.0,2327,9631,1070,60031.0,1531,3,0,1629,284,0.0
115991,0,5.0,6066,8000,3060,,1497,3,0,121,1187,0.0
115992,0,4.0,4826,15857,2745,49684.0,1369,3,0,72,1211,0.0
115993,0,2.0,12726,4888,1536,90077.0,1520,3,0,1723,819,0.0
115994,0,7.0,13192,4144,1058,29650.0,1368,3,0,793,412,0.0
115995,0,2.0,1970,2312,1877,70121.0,1485,3,0,757,823,1.0
115996,1,6.0,8230,7279,1232,44236.0,2271,2,0,1839,13,1.0
115997,0,2.0,7632,15967,2316,82501.0,1520,3,0,2277,221,0.0
115998,0,7.0,14127,13920,916,76116.0,1493,3,0,955,734,1.0
115999,1,2.0,10624,5277,580,78410.0,1966,3,0,2471,33,1.0
116000,2,2.0,7808,4674,381,18325.0,1902,3,0,526,437,0.0
116001,0,7.0,10195,16481,1891,94560.0,1369,3,0,827,1509,0.0
116002,0,2.0,848,6335,3060,,1526,3,0,2337,400,0.0
116003,1,2.0,8045,1945,2655,29486.0,2326,3,0,545,326,0.0
116004,0,7.0,8141,11589,373,2138.0,1360,3,0,1075,68,0.0
116005,0,2.0,10659,11169,2124,32504.0,1531,3,0,544,25,0.0
116006,0,2.0,5919,1315,786,50073.0,1520,3,0,2702,1365,0.0
116007,0,2.0,871,14263,3060,,1371,3,0,1723,819,0.0
116008,0,2.0,3745,16849,1830,83686.0,1508,3,0,1770,809,0.0
116009,1,2.0,13929,11010,1422,14086.0,837,3,0,471,771,0.0
116010,1,2.0,8935,2560,991,11542.0,234,3,0,2104,389,1.0
116011,2,6.0,204,3572,1350,86401.0,689,2,0,1834,467,1.0
116012,0,7.0,5274,7514,2166,15212.0,1365,3,0,1091,777,1.0
116013,0,3.0,10521,14445,88,54915.0,1460,3,0,154,448,1.0
116014,0,9.0,8424,11988,3060,,1033,3,0,244,769,0.0
116015,0,2.0,13699,5404,1411,33463.0,1476,3,0,1396,973,1.0
116016,1,2.0,12141,18007,842,6824.0,2227,3,0,2531,1066,0.0
116017,0,2.0,13127,14315,814,7726.0,1508,3,0,1434,780,0.0
116018,0,2.0,269,11033,1890,10017.0,1330,3,0,1731,819,0.0
116019,0,2.0,8751,4833,1536,90060.0,1326,3,0,1900,984,0.0
116020,1,2.0,12460,10254,1594,2048.0,2299,3,0,1469,729,0.0
116021,1,6.0,3308,4152,3060,,28,2,0,1816,496,0.0
116022,1,2.0,9957,9681,2578,28461.0,2119,3,0,520,119,1.0
116023,1,2.0,2011,17572,2599,63169.0,729,3,0,2654,918,0.0
116024,0,2.0,2066,6200,1163,17033.0,1533,3,0,355,1129,0.0
116025,0,2.0,2904,7009,2141,19104.0,1480,3,0,1444,706,1.0
116026,1,2.0,12512,4653,2047,66213.0,492,3,0,1444,706,1.0
116027,0,7.0,4766,1142,22,87121.0,1373,3,0,819,1510,0.0
116028,1,2.0,3651,13744,2591,34608.0,2326,3,0,545,326,0.0
116029,0,2.0,11069,14776,2676,21784.0,1443,3,0,2135,313,1.0
116030,0,2.0,6110,5822,113,94027.0,1317,3,0,1315,222,1.0
116031,1,2.0,3734,14150,2650,70663.0,2346,3,0,755,189,0.0
116032,0,2.0,7615,17844,916,76133.0,1692,3,0,623,168,0.0
116033,0,7.0,1958,2621,2141,19107.0,1508,3,0,1075,68,0.0
116034,0,2.0,13019,719,1536,90060.0,1549,3,0,2067,383,1.0
116035,1,2.0,9558,15455,159,60510.0,2058,3,0,2570,115,1.0
116036,0,2.0,1750,1512,460,22903.0,1532,3,0,2545,818,0.0
116037,0,2.0,10485,14033,2398,28147.0,1612,3,0,442,87,0.0
116038,0,6.0,12189,17698,2753,96161.0,1262,2,0,1839,13,1.0
116039,0,2.0,2779,428,841,22030.0,1508,3,0,479,239,0.0
116040,0,2.0,9592,616,1760,12701.0,1520,3,0,545,326,0.0
116041,1,2.0,8300,6636,2076,93534.0,2023,3,0,2501,561,1.0
116042,0,7.0,5251,2328,70,1810.0,1330,3,0,924,411,0.0
116043,0,2.0,8036,9571,1500,79339.0,1497,3,0,442,87,0.0
116044,2,2.0,3726,6685,2475,7094.0,1753,3,0,2425,403,0.0
116045,0,2.0,13711,13472,829,60201.0,1243,3,0,2152,271,1.0
116046,0,2.0,8751,4833,1536,90060.0,1326,3,0,1542,940,0.0
116047,1,2.0,4491,15698,2016,68142.0,928,3,0,1436,230,0.0
116048,0,2.0,8626,6930,126,81620.0,1497,3,0,2565,413,0.0
116049,1,2.0,5660,17984,101,87513.0,28,3,0,479,239,0.0
116050,0,2.0,5101,1927,1633,50401.0,1330,3,0,2545,818,0.0
116051,0,2.0,5136,8642,324,11219.0,1319,3,0,759,89,1.0
116052,0,2.0,916,11251,1890,10016.0,1468,3,0,2387,621,1.0
116053,0,2.0,7866,12560,191,16823.0,1454,3,0,434,237,1.0
116054,1,7.0,11759,12544,2588,77386.0,1985,3,0,844,1626,1.0
116055,0,2.0,2247,3981,2141,19140.0,1497,3,0,376,1160,0.0
116056,1,2.0,12323,8721,1348,70648.0,2229,3,0,2627,52,1.0
116057,0,2.0,3883,14618,97,22202.0,1526,3,0,2150,1020,0.0
116058,0,2.0,10296,14550,2297,6877.0,1613,3,0,1723,819,0.0
116059,2,2.0,10401,12444,1441,89119.0,1904,3,0,545,326,0.0
116060,1,9.0,4823,7462,1231,53012.0,2058,3,0,257,795,1.0
116061,0,2.0,3883,14618,97,22202.0,1526,3,0,2150,1020,0.0
116062,1,2.0,9614,4433,1027,14072.0,30,3,0,2561,234,0.0
116063,0,2.0,5,9480,2092,7652.0,1369,3,0,1450,415,0.0
116064,0,7.0,7518,6818,3060,75904.0,1359,3,0,933,650,1.0
116065,2,2.0,451,9831,205,53511.0,1817,3,0,1769,78,1.0
116066,1,2.0,11870,284,2313,30274.0,2119,3,0,1438,330,1.0
116067,0,2.0,6758,17423,324,11204.0,1497,3,0,1723,819,0.0
116068,0,2.0,6136,10392,1479,40509.0,1531,3,0,2558,21,0.0
116069,1,2.0,7354,480,2272,92373.0,1157,3,0,1357,1237,1.0
116070,1,2.0,4127,7849,2315,92505.0,2119,3,0,529,655,1.0
116071,0,2.0,13360,8345,1555,33558.0,1508,3,0,2605,637,0.0
116072,0,2.0,4856,3534,2411,94142.0,1549,3,0,2200,318,1.0
116073,0,7.0,8958,8279,951,32605.0,1531,3,0,842,1314,0.0
116074,0,2.0,6994,4204,290,34209.0,1480,3,0,2573,121,1.0
116075,1,2.0,3043,3137,1328,23944.0,559,3,0,1723,819,0.0
116076,0,7.0,13825,13029,3060,300783158.0,1574,3,0,955,734,1.0
116077,0,2.0,13770,2515,2686,32312.0,1602,3,0,545,326,0.0
116078,0,7.0,2270,9327,1227,77058.0,1602,3,0,803,612,0.0
116079,1,2.0,1308,17390,904,33328.0,2119,3,0,2383,510,1.0
116080,1,2.0,4466,13071,3060,,2227,3,0,1452,124,0.0
116081,0,2.0,9394,733,1781,19067.0,1517,3,0,526,437,0.0
116082,0,7.0,4742,7514,3043,17403.0,1365,3,0,1091,777,1.0
116083,1,2.0,4751,18010,2979,17701.0,2346,3,0,1450,415,0.0
116084,0,9.0,8449,8649,3060,,1028,3,0,246,769,0.0
116085,0,7.0,1484,13233,2404,78266.0,1491,3,0,955,734,1.0
116086,0,7.0,9642,529,114,30328.0,1369,3,0,1004,199,0.0
116087,0,2.0,13920,4229,2327,61108.0,1466,3,0,1653,922,1.0
116088,0,2.0,7915,13863,125,78767.0,1232,3,0,2348,1293,0.0
116089,0,2.0,10907,2014,2596,7081.0,1520,3,0,625,1108,0.0
116090,0,9.0,8425,2471,3060,,1029,3,0,248,42,0.0
116091,0,2.0,7724,9784,2396,8079.0,1531,3,0,545,326,0.0
116092,0,2.0,5089,12982,1890,10004.0,1721,3,0,1980,383,1.0
116093,1,2.0,4090,6555,143,21218.0,2326,3,0,442,87,0.0
116094,0,2.0,5996,6641,495,91711.0,1520,3,0,2384,59,0.0
116095,0,5.0,1341,712,1674,38133.0,1303,3,0,132,1192,0.0
116096,0,2.0,5873,13093,2599,63169.0,1239,3,0,2590,1286,0.0
116097,1,2.0,1734,14986,2009,11568.0,2178,3,0,754,188,1.0
116098,2,2.0,9489,4680,2632,53589.0,1817,3,0,1769,78,1.0
116099,1,2.0,7296,148,2645,23434.0,2301,3,0,540,105,0.0
116100,0,7.0,6196,5876,341,90620.0,1607,3,0,955,734,1.0
116101,1,6.0,813,14407,97,22207.0,27,2,0,1816,496,0.0
116102,0,2.0,9038,15184,655,11729.0,1520,3,0,1723,819,0.0
116103,0,7.0,6021,2115,2747,8618.0,1524,3,0,803,612,0.0
116104,1,7.0,4678,8516,3060,,27,3,0,844,1626,0.0
116105,0,9.0,8458,7840,3060,,1730,3,0,285,931,0.0
116106,0,9.0,6109,12192,2395,551022533.0,1443,3,0,263,484,1.0
116107,0,2.0,8763,3065,459,28208.0,1232,3,0,740,1233,0.0
116108,0,5.0,10601,7185,2426,32771.0,1725,3,0,132,1192,0.0
116109,0,7.0,408,9983,1577,19355.0,1520,3,0,810,1585,0.0
116110,0,2.0,14010,14871,1227,77084.0,1369,3,0,431,481,0.0
116111,0,2.0,2003,9557,2599,63169.0,1639,3,0,2599,1285,0.0
116112,0,2.0,11586,795,2395,55125.0,1371,3,0,442,87,0.0
116113,0,2.0,5816,6566,1136,96041.0,1268,3,0,431,481,0.0
116114,0,2.0,5629,11900,1689,85202.0,1500,3,0,2565,413,0.0
116115,0,7.0,4944,11315,1737,59801.0,1215,3,0,947,1350,1.0
116116,0,6.0,5858,11336,2231,8541.0,1520,2,0,1817,1232,0.0
116117,0,2.0,1862,15184,1890,10001.0,1508,3,0,1723,819,0.0
116118,1,2.0,11361,10333,149,8005.0,2300,3,0,431,481,0.0
116119,0,6.0,6385,13097,1446,66049.0,1520,2,0,1821,1375,0.0
116120,0,7.0,2055,8082,2333,20852.0,1610,3,0,989,343,0.0
116121,0,9.0,3051,5365,1588,90266.0,1369,3,0,343,1240,0.0
116122,0,2.0,13827,5800,2519,71107.0,1508,3,0,625,1108,0.0
116123,0,2.0,4844,339,722,27703.0,1369,3,0,1312,766,0.0
116124,0,2.0,5191,10365,277,2266.0,1232,3,0,1871,1144,0.0
116125,1,2.0,8253,5222,1976,53154.0,475,3,0,521,493,1.0
116126,0,2.0,10825,14707,1311,96744.0,1515,3,0,2565,413,0.0
116127,1,2.0,8836,10325,17,12204.0,2058,3,0,529,655,1.0
116128,0,2.0,7077,5445,1724,95035.0,1388,3,0,2550,793,1.0
116129,0,2.0,2490,7533,1061,30224.0,1306,3,0,479,239,0.0
116130,1,2.0,9601,17996,63,12010.0,2271,3,0,528,453,0.0
116131,0,5.0,1746,13729,2214,97239.0,1505,3,0,138,1549,0.0
116132,0,2.0,6666,16758,3046,44512.0,1525,3,0,2337,400,0.0
116133,1,2.0,8896,10682,394,33909.0,2361,3,0,545,326,0.0
116134,0,7.0,3974,16188,512,44121.0,1485,3,0,815,1348,1.0
116135,0,12.0,10521,14445,88,54915.0,1460,3,0,154,448,1.0
116136,0,7.0,5419,8190,1955,19454.0,1491,3,0,955,734,1.0
116137,0,2.0,13362,5435,1107,78550.0,1520,3,0,2533,1005,0.0
116138,0,2.0,6758,17423,324,11204.0,1497,3,0,1723,819,0.0
116139,0,2.0,8217,9842,97,22202.0,1369,3,0,443,87,0.0
116140,0,7.0,10375,15727,2295,77407.0,1371,3,0,1305,206,0.0
116141,0,2.0,2135,16700,627,75216.0,1520,3,0,526,437,0.0
116142,1,2.0,14097,16413,1594,76063.0,2271,3,0,1723,819,0.0
116143,0,2.0,3883,14618,97,22202.0,1526,3,0,2150,1020,0.0
116144,0,2.0,5072,10062,2596,1001.0,1544,3,0,2305,0,0.0
116145,1,2.0,13798,7343,1730,55422.0,2178,3,0,2386,59,0.0
116146,0,2.0,7270,10219,660,12054.0,1497,3,0,350,1537,0.0
116147,1,2.0,8840,2710,2897,14580.0,2161,3,0,1447,177,1.0
116148,0,5.0,5244,1617,1619,49855.0,1502,3,0,130,1188,0.0
116149,1,2.0,781,5929,3060,,2298,3,0,2605,637,0.0
116150,0,2.0,1913,12205,479,60607.0,1522,3,0,2150,1020,0.0
116151,1,2.0,4462,6296,2034,32835.0,2307,3,0,545,326,0.0
116152,0,2.0,5661,1676,1730,554161275.0,1199,3,0,547,54,1.0
116153,0,2.0,11949,9454,1358,37922.0,1443,3,0,547,54,1.0
116154,0,7.0,6204,690,1446,66049.0,1369,3,0,1004,199,0.0
116155,0,2.0,6454,16544,1159,16148.0,1611,3,0,1723,819,0.0
116156,0,7.0,10713,14580,1391,92677.0,1610,3,0,1228,1585,0.0
116157,0,7.0,2636,13425,668,80211.0,1531,3,0,953,1573,0.0
116158,1,2.0,4228,5226,1258,46226.0,916,3,0,479,239,0.0
116159,1,7.0,3629,1299,3060,641184688.0,1983,3,0,1042,712,1.0
116160,1,7.0,3987,13351,3060,284014924.0,219,3,0,988,469,1.0
116161,1,2.0,4140,551,3060,,464,3,0,2526,721,0.0
116162,1,2.0,10265,6905,122,30901.0,432,3,0,479,239,0.0
116163,1,2.0,4078,6587,739,6118.0,2119,3,0,2605,637,0.0
116164,1,2.0,10840,4029,1277,38305.0,2326,3,0,2605,637,0.0
116165,0,2.0,7545,11396,2101,91107.0,1252,3,0,1470,125,0.0
116166,0,2.0,5062,1475,1536,90001.0,1544,3,0,1980,383,1.0
116167,0,2.0,8791,17667,971,14454.0,1508,3,0,601,468,0.0
116168,2,2.0,8826,2914,678,12824.0,1809,3,0,2199,318,1.0
116169,0,2.0,9038,15184,655,11729.0,1520,3,0,1723,819,0.0
116170,0,2.0,5716,12811,2599,63169.0,1614,3,0,1409,697,0.0
116171,0,12.0,2581,13433,555,43220.0,1491,3,0,154,448,1.0
116172,0,2.0,12513,3417,2047,66210.0,1322,3,0,1350,1223,1.0
116173,0,2.0,8681,3611,479,60653.0,1321,3,0,593,682,1.0
116174,0,2.0,5872,2934,2599,63169.0,1540,3,0,2633,366,0.0
116175,0,2.0,10049,8423,74,22003.0,1476,3,0,1723,819,0.0
116176,0,7.0,10011,12645,324,11226.0,1356,3,0,793,412,0.0
116177,0,2.0,9038,15184,655,11729.0,1508,3,0,1723,819,0.0
116178,1,2.0,11582,9844,2437,95405.0,2119,3,0,2383,510,1.0
116179,0,7.0,5764,16893,2245,11106.0,1497,3,0,793,412,0.0
116180,1,2.0,12874,15405,2114,77584.0,2361,3,0,1316,291,0.0
116181,0,2.0,9745,13822,1252,83401.0,1531,3,0,526,437,0.0
116182,0,7.0,10011,4308,324,11226.0,1356,3,0,793,412,0.0
116183,1,2.0,2507,11400,1839,37204.0,2234,3,0,2384,59,0.0
116184,0,7.0,2055,8082,2333,20852.0,1610,3,0,989,343,0.0
116185,0,2.0,5373,4049,2411,94110.0,1532,3,0,545,326,0.0
116186,0,2.0,12008,4021,112,30606.0,1553,3,0,2715,1009,0.0
116187,0,2.0,5716,5046,2599,63169.0,1614,3,0,2605,637,0.0
116188,0,7.0,2408,11451,1536,90039.0,1517,3,0,793,412,0.0
116189,1,2.0,3474,6315,2380,95828.0,2361,3,0,2385,59,0.0
116190,0,7.0,10011,4308,324,11226.0,1356,3,0,793,412,0.0
116191,0,2.0,2429,17823,2070,33418.0,1508,3,0,2523,718,0.0
116192,0,9.0,8467,4531,459,28202.0,1729,3,0,202,901,0.0
116193,0,2.0,8751,4833,1536,90060.0,1326,3,0,1542,940,0.0
116194,0,7.0,10011,12645,324,11226.0,1356,3,0,793,412,0.0
116195,1,2.0,936,7438,391,91351.0,2326,3,0,526,437,0.0
116196,0,2.0,8742,17921,1536,90060.0,1326,3,0,385,1534,0.0
116197,0,2.0,8867,2279,3060,,1371,3,0,419,362,0.0
116198,0,2.0,203,3312,324,11204.0,1225,3,0,545,326,0.0
116199,0,2.0,11302,1063,1228,48843.0,1368,3,0,2405,1374,0.0
116200,1,2.0,13074,6968,896,55025.0,2055,3,0,2471,33,1.0
116201,0,2.0,3883,14618,97,22202.0,1526,3,0,2150,1020,0.0
116202,1,7.0,4085,1062,3060,339074539.0,622,3,0,990,742,1.0
116203,0,2.0,8583,11306,2404,78260.0,1526,3,0,519,452,0.0
116204,1,6.0,7450,17544,3060,34239.0,91,2,0,1844,12,1.0
116205,0,5.0,1634,10243,1281,38556.0,1508,3,0,112,862,0.0
116206,0,7.0,230,7288,125,78757.0,1328,3,0,1004,199,0.0
116207,0,2.0,9038,15184,655,11729.0,1520,3,0,1723,819,0.0
116208,0,7.0,9116,587,3045,10598.0,1648,3,0,1075,68,0.0
116209,0,2.0,8210,17793,901,28307.0,1497,3,0,1633,1676,0.0
116210,0,2.0,6020,930,1890,10016.0,1508,3,0,526,437,0.0
116211,0,7.0,10011,4308,324,11226.0,1356,3,0,793,412,0.0
116212,0,2.0,8217,11496,97,22202.0,1369,3,0,443,87,0.0
116213,0,2.0,10892,6442,1445,8723.0,1520,3,0,1723,819,0.0
116214,1,7.0,4244,12080,2166,15216.0,2310,3,0,831,1335,0.0
116215,1,2.0,8124,2784,1212,96813.0,2326,3,0,2605,637,0.0
116216,0,7.0,5010,14576,2530,57103.0,1497,3,0,1090,1566,0.0
116217,0,2.0,8742,17921,1536,90060.0,1326,3,0,385,1534,0.0
116218,0,7.0,1617,7651,2285,20190.0,1598,3,0,1272,1397,0.0
116219,2,2.0,9856,17429,1150,89074.0,1858,3,0,622,1513,0.0
116220,0,2.0,5817,13101,1136,96041.0,1268,3,0,431,481,0.0
116221,0,2.0,10281,5809,279,80302.0,1531,3,0,442,87,0.0
116222,1,2.0,12112,8598,1932,3860.0,2052,3,0,2573,121,1.0
116223,0,7.0,2797,5437,2142,85083.0,1517,3,0,793,412,0.0
116224,0,2.0,5715,8251,2599,63169.0,1639,3,0,2654,918,0.0
116225,1,10.0,6501,15618,3026,16061244.0,615,3,0,1850,709,1.0
116226,0,2.0,2598,11602,2141,19104.0,1328,3,0,2150,1020,0.0
116227,1,2.0,4118,7934,2274,94063.0,2234,3,0,526,437,0.0
